연번,업체명,대표자명(익명),벤처확인유형,지역,주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규_재확인
36355,"주식회사 피오유엘(POUL Co.,Ltd)",이**,혁신성장유형,경기,경기도 수원시,제조업,그 외 기타 전기장비 제조업,"플라즈마기술,전기장비 제조/공기살균기 제조,도소매/응용소프트웨어,인공지능 개발,공급",2026-02-15,2029-02-14,벤처기업확인기관,재확인
36356,주식회사 심미치과기공소,손**,혁신성장유형,강원,강원도 원주시,제조업,정형외과용 및 신체보정용 기기 제조업,"치과 보철물 제작(Im  zirconia,Im PFM ,denture,custom 기타등등)",2025-12-07,2028-12-06,벤처기업확인기관,재확인
36357,주식회사 이온메디칼,이**,벤처투자유형,경기,경기 성남시,제조업,그 외 기타 의료용 기기 제조업,"동물용,병원용 플리즈마 치료기 제조/무역/플리즈마 치료기 연구,개발",2026-01-14,2029-01-13,벤처기업확인기관,재확인
36358,주식회사 슈퍼스톰스튜디오,김**,벤처투자유형,서울,서울특별시 구로구,정보처리S/W,유선 온라인 게임 소프트웨어 개발 및 공급업,소프트웨어,2026-02-10,2029-02-09,벤처기업확인기관,신규
36359,주식회사 지피다,장**,연구개발유형,서울,서울특별시 강남구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,소프트웨어 개발,2026-02-09,2029-02-08,벤처기업확인기관,재확인
36360,주식회사 하이젠테크솔루션,주**,혁신성장유형,경기,경기도 시흥시,제조업,액체 여과기 제조업,"수소발생기, 수소가스발생기, 수소수 정수기, 유기성폐기물탄화시스템",2025-12-14,2028-12-13,벤처기업확인기관,재확인
36361,피비글로벌㈜,"형**,공**",연구개발유형,경기,경기도 안양시,제조업,금속 가구 제조업,무인택배함,2026-02-13,2029-02-12,벤처기업확인기관,재확인
36362,오알지 주식회사,조**,연구개발유형,경기,경기도 고양시,연구개발서비스,"물리, 화학 및 생물학 연구개발업",3D 세포배양 플랫폼,2026-02-02,2029-02-01,벤처기업확인기관,재확인
36363,주식회사 사미텍,김**,혁신성장유형,대전,대전광역시 유성구,정보처리S/W,응용 소프트웨어 개발 및 공급업,데이터 팩토리,2026-02-15,2029-02-14,벤처기업확인기관,재확인
36364,주식회사 더 신전,하**,혁신성장유형,대구,대구광역시 북구,제조업,천연 및 혼합조제 조미료 제조업,떡볶이 양념,2025-12-27,2028-12-26,벤처기업확인기관,재확인
36365,주식회사 지지56코리아 ,김**,혁신성장유형,서울,서울특별시 강남구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,"SOT (Satisfaction of everyThing),  Fingerate 앱",2026-01-11,2029-01-10,벤처기업확인기관,재확인
36366,주식회사 알디,김**,혁신성장유형,경기,경기 고양시,정보처리S/W,응용 소프트웨어 개발 및 공급업, 마케팅 플랫폼 서비스 ,2026-01-31,2029-01-30,벤처기업확인기관,재확인
36367,주식회사 클로,김**,혁신성장유형,경기,경기도 시흥시,제조업,화장품 제조업,화장품,2026-01-27,2029-01-26,벤처기업확인기관,재확인
36368,주식회사 신신프락콘,이**,혁신성장유형,경기,경기도 김포시,제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,의약품용기및의료기기,2026-02-15,2029-02-14,벤처기업확인기관,재확인
36369,(주)에이치앤바이오,허**,연구개발유형,경기,경기 성남시,제조업,기초 의약 물질 제조업,"의약용 화합물 및 항생물질 제조업,화장품, 비누 및 방향제 소매업,연구 및 개발업,임상시험 및 허가등록 업무대행 및 자문업",2026-02-15,2029-02-14,벤처기업확인기관,재확인
36370,주식회사 뉴베이스,박**,연구개발유형,서울,서울특별시 성동구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,가상실습훈련 플랫폼,2026-01-04,2029-01-03,벤처기업확인기관,재확인
36371,이수환경엔지니어링(주),김**,혁신성장유형,충남,충청남도 천안시,기타,환경 관련 엔지니어링 서비스업,"환경오염전문공사업, 수처리약품,환경인허가컨설팅,기술관리대행",2026-02-16,2029-02-15,벤처기업확인기관,재확인
36372,주식회사 일신바이오베이스,홍**,혁신성장유형,경기,경기 동두천시,제조업,산업용 냉장 및 냉동 장비 제조업,"초저온냉동고(Deep Freezer), 동결건조기(Freeze Dryer), PLANT형 동결건조기 등 제조, 판매",2026-02-04,2029-02-03,벤처기업확인기관,재확인
36373,주식회사 버킷리스트클래스,"박**,문**",혁신성장유형,강원,강원 춘천시,기타,여행사업,"여행사업,기타 의복 소매업,포털 및 기타 인터넷 정보 매개 서비스업,기타 스포츠 교육기관",2026-01-14,2029-01-13,벤처기업확인기관,신규
36374,주식회사 아이엠바이오로직스,하**,벤처투자유형,경기,경기도 수원시,연구개발서비스,의학 및 약학 연구개발업,항체의약품 연구개발,2026-02-10,2029-02-09,벤처기업확인기관,재확인
36375,(주)알앤비테크놀로지,김**,혁신성장유형,전북,전북특별자치도 전주시,제조업,구조용 금속 판제품 및 공작물 제조업,"태양광발전장치(PV/BIPV), 건축자재, 특수지붕재",2026-03-03,2029-03-02,벤처기업확인기관,신규
36376,주식회사 노드크루,권**,혁신성장유형,서울,서울특별시 도봉구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"플랫폼 서비스 개발,공급,IT,코딩 교육,콘텐츠 제작,판매/스터디 모집,관리,원데이 클래스,커뮤니티 운영",2026-02-04,2029-02-03,벤처기업확인기관,신규
36377,(주)이노윈테크,김**,혁신성장유형,경기,경기도 화성시,제조업,디스플레이 제조용 기계 제조업,반도체 및 디스플레이 제조설비 정밀가공 부품,2026-01-27,2029-01-26,벤처기업확인기관,신규
36378,주식회사 하이퍼로직,김**,연구개발유형,부산,부산광역시 남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"헬스케어 SW, 차량주행 빅데이터 분석 AI플랫폼",2026-01-11,2029-01-10,벤처기업확인기관,재확인
36379,㈜리엔텍엔지니어링,조**,혁신성장유형,경남,경상남도 양산시,제조업,그 외 기타 특수목적용 기계 제조업,"슬러지 건조기,탈취기,수처리기계",2026-01-14,2029-01-13,벤처기업확인기관,재확인
36380,다이나믹드럭디스커버리 주식회사,천**,벤처투자유형,대전,대전광역시 유성구,연구개발서비스,기타 자연과학 연구개발업,정밀화학 제조 및 연구사업,2025-12-28,2028-12-27,벤처기업확인기관,재확인
36381,루비조명,"최**,정**",혁신성장유형,대구,대구광역시 북구,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,LED조명,2026-02-15,2029-02-14,벤처기업확인기관,재확인
36382,주식회사 바이오플레이,원**,벤처투자유형,경기,경기도 화성시,제조업,기타 종이 상자 및 용기 제조업,콜드체인 솔루션,2026-02-08,2029-02-07,벤처기업확인기관,재확인
36383,주식회사 앤서로지,김**,혁신성장유형,경기,경기도 용인시,제조업,화장품 제조업,"화장품, 스킨케어",2026-01-27,2029-01-26,벤처기업확인기관,신규
36384,주식회사 스터닝,김**,벤처투자유형,서울,서울특별시 강남구,기타,시각 디자인업,"디자인(로고,패키지)",2026-01-05,2029-01-04,벤처기업확인기관,재확인
36385,주식회사 올어바웃어버트먼트,김**,혁신성장유형,경기,경기도 성남시,제조업,치과용 기기 제조업,치과임플란트용 상부구조물,2026-02-15,2029-02-14,벤처기업확인기관,재확인
36386,유스킨컴퍼니 주식회사,오**,혁신성장유형,서울,서울특별시 서초구,도소매업,상품 종합 도매업,"화장품, 의료기기(HA필러)",2026-01-25,2029-01-24,벤처기업확인기관,재확인
36387,와이브릿지(주),강**,벤처투자유형,대전,대전광역시 서구,정보처리S/W,컴퓨터 프로그래밍 서비스업,"소프트웨어 개발 및 서비스, 내부통제 시스템 개발",2026-01-27,2029-01-26,벤처기업확인기관,신규
36388,(주) 큐엔큐,"김**,장**",혁신성장유형,서울,서울특별시 영등포구,제조업,전시 및 광고용 조명장치 제조업,"전광판,영상감시장치,CCTV,정보통신공사,소프트웨어개발및공급",2026-01-25,2029-01-24,벤처기업확인기관,재확인
36389,주식회사 딥벨로,홍**,벤처투자유형,경기,경기도 성남시,제조업,농업 및 임업용 기계 제조업,친환경 농업 증산 용 수 처리장치,2025-12-31,2028-12-30,벤처기업확인기관,신규
36390,주식회사 팜코브,양**,벤처투자유형,부산,부산 부산진구,정보처리S/W,응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업,2026-01-14,2029-01-13,벤처기업확인기관,재확인
36391,주식회사 카본브릿지,김**,벤처투자유형,서울,서울특별시 마포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,탄소배출권,2025-12-30,2028-12-29,벤처기업확인기관,신규
36392,주식회사 가온글로벌,최**,혁신성장유형,서울,서울특별시 송파구,제조업,산업용 로봇 제조업,소프트웨어 자문 및 개발공급 온라인 정보 개발,2026-01-25,2029-01-24,벤처기업확인기관,재확인
36393,주식회사 미래손,양**,연구개발유형,서울,서울특별시 금천구,정보처리S/W,컴퓨터 프로그래밍 서비스업,소프트웨어개발,2025-12-30,2028-12-29,벤처기업확인기관,재확인
36394,(주)디에프에스컴퍼니,정**,혁신성장유형,서울,서울 성동구,제조업,화장품 제조업,"화장품 제조,판매/인쇄,지류 가공",2026-02-15,2029-02-14,벤처기업확인기관,재확인
36395,(주)베르비아,최**,혁신성장유형,경기,경기도 남양주시,정보처리S/W,데이터베이스 및 온라인정보 제공업,퍼스널 컬러 분석 및 헤어스타일 추천 플랫폼,2026-01-21,2029-01-20,벤처기업확인기관,신규
36396,주식회사 경동에너지,최**,혁신성장유형,경기,경기 화성시,건설운수,일반전기 공사업,"일반 전기 공사,철구조물설치,제작공사,태양광,신재생에너지/태양광모듈,발전장치류 제조/방문판매,건축,설비자재,전기자재 도소매/부동산 임대",2026-01-13,2029-01-12,벤처기업확인기관,재확인
36397,㈜환경음향연구소,김**,연구개발유형,경기,경기도 용인시,기타,건축설계 및 관련 서비스업,형태저항형 방음벽 흡음확산형 음향재료 마이크로 유공패널,2026-01-16,2029-01-15,벤처기업확인기관,재확인
36398,주식회사 청산식품,안**,혁신성장유형,경기,경기 안성시,제조업,가금류 가공 및 저장 처리업,"육류가공품(훈제가공품, 폭립, 수육, 족발, 동파육 외)",2026-02-08,2029-02-07,벤처기업확인기관,재확인
36399,(주) 아낙시온 스튜디오,문**,벤처투자유형,서울,서울특별시 강남구,기타,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업","영화, 애니메이션, 방송 ",2026-01-07,2029-01-06,벤처기업확인기관,신규
36400,우리그린사이언스 주식회사,윤**,연구개발유형,경기,경기도 안산시,제조업,건강기능식품 제조업,건강기능식품 원료,2026-02-25,2029-02-24,벤처기업확인기관,신규
36401,에스씨에스㈜,김**,연구개발유형,경기,경기도 김포시,제조업,기타 물품 취급장비 제조업,자동화기계,2026-02-16,2029-02-15,벤처기업확인기관,재확인
36402,(주)이노튜브,정**,연구개발유형,경기,경기도 성남시,제조업,유선 통신장비 제조업,산업용 IoT 기기,2026-01-27,2029-01-26,벤처기업확인기관,재확인
36403,유한회사 덕성,"박**,박**",혁신성장유형,전남,전라남도 무안군,제조업,기타 건축용 나무제품 제조업,"퍼걸러, 조합놀이대, 벤치, 울타리, 목재덱",2026-02-15,2029-02-14,벤처기업확인기관,재확인
36404,주식회사 위더스세웅,이**,연구개발유형,세종,세종특별자치시 장군면,제조업,산업용 송풍기 및 배기장치 제조업,실험실용배기기,2026-02-16,2029-02-15,벤처기업확인기관,재확인
36405,주식회사 니어네트웍스,이**,혁신성장유형,대구,대구광역시 달서구,정보처리S/W,기타 정보기술 및 컴퓨터운영 관련 서비스업,SW개발,2026-02-13,2029-02-12,벤처기업확인기관,재확인
36406,헬로 스프링,이**,혁신성장유형,경기,경기도 광주시,제조업,매트리스 및 침대 제조업,매트리스,2026-01-16,2029-01-15,벤처기업확인기관,재확인
36407,따바프레스 주식회사,김**,벤처투자유형,서울,서울 용산구,제조업,가정용 및 장식용 도자기 제조업,"도자, 유리, 금속 제조품",2026-02-03,2029-02-02,벤처기업확인기관,신규
36408,주식회사 닷슬래시대시,이**,벤처투자유형,서울,서울특별시 강남구,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",온라인서비스,2026-01-14,2029-01-13,벤처기업확인기관,재확인
36409,(주)엠에이치소프트,김**,혁신성장유형,전북,전북 전주시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,"다중원격제어 모니터링 프로그램, 에듀테크 스마트 미러링 프로그램",2026-02-15,2029-02-14,벤처기업확인기관,재확인
36410,주식회사 엠제이코퍼레이션,이**,혁신성장유형,인천,인천광역시 서구,정보처리S/W,응용 소프트웨어 개발 및 공급업,코파일럿 인공지능 데이터 분석 시스템,2026-01-14,2029-01-13,벤처기업확인기관,신규
